"","sector","kwh_delivered","util_reported_co2e","mWh_delivered","city_name","utility_name","year","source","sector_mapped","ctu_class","ctu_name"
"3851","Street Lighting - Non-Metered/Xcel-Owned",964146,242.000646,964.146,"City of Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Paul"
"3852","Business *",15551909,3903.529159,15551.909,"City of Saint Paul Park","Xcel Energy",2023,"Electricity","Business","CITY","Saint Paul Park"
"3853","Residential",17061575,4282.455325,17061.575,"City of Saint Paul Park","Xcel Energy",2023,"Electricity","residential","CITY","Saint Paul Park"
"3854","Street Lighting - Non-Metered/Xcel-Owned",68101,17.093351,68.101,"City of Saint Paul Park","Xcel Energy",2023,"Electricity","commercial","CITY","Saint Paul Park"
"3855","Business",58902045.94,14784.41353094,58902.04594,"City of Sartell","Xcel Energy",2023,"Electricity","Business","CITY","Sartell"
"3856","Residential",39705033,9965.963283,39705.033,"City of Sartell","Xcel Energy",2023,"Electricity","residential","CITY","Sartell"
"3857","Street Lighting - Metered",137324,34.468324,137.324,"City of Sartell","Xcel Energy",2023,"Electricity","commercial","CITY","Sartell"
"3858","Street Lighting - Non-Metered/Customer Owned",47068,11.814068,47.068,"City of Sartell","Xcel Energy",2023,"Electricity","commercial","CITY","Sartell"
"3859","Street Lighting - Non-Metered/Xcel-Owned",123848,31.085848,123.848,"City of Sartell","Xcel Energy",2023,"Electricity","commercial","CITY","Sartell"
"3860","Commercial",23659561.94,5938.55004694,23659.56194,"City of Sauk Rapids","Xcel Energy",2023,"Electricity","commercial","CITY","Sauk Rapids"
"3861","Industrial",33178240,8327.73824,33178.24,"City of Sauk Rapids","Xcel Energy",2023,"Electricity","industrial","CITY","Sauk Rapids"
"3862","Residential",39694568,9963.336568,39694.568,"City of Sauk Rapids","Xcel Energy",2023,"Electricity","residential","CITY","Sauk Rapids"
"3863","Street Lighting - Metered",151663,38.067413,151.663,"City of Sauk Rapids","Xcel Energy",2023,"Electricity","commercial","CITY","Sauk Rapids"
"3864","Street Lighting - Non-Metered/Customer Owned",122096,30.646096,122.096,"City of Sauk Rapids","Xcel Energy",2023,"Electricity","commercial","CITY","Sauk Rapids"
"3865","Street Lighting - Non-Metered/Xcel-Owned",147250,36.95975,147.25,"City of Sauk Rapids","Xcel Energy",2023,"Electricity","commercial","CITY","Sauk Rapids"
"3866","Business *",63040070.95,15823.05780845,63040.07095,"City of Savage","Xcel Energy",2023,"Electricity","Business","CITY","Savage"
"3867","Residential",30004445,7531.115695,30004.445,"City of Savage","Xcel Energy",2023,"Electricity","residential","CITY","Savage"
"3868","Street Lighting - Metered",14242,3.574742,14.242,"City of Savage","Xcel Energy",2023,"Electricity","commercial","CITY","Savage"
"3869","Street Lighting - Non-Metered/Customer Owned",11315,2.840065,11.315,"City of Savage","Xcel Energy",2023,"Electricity","commercial","CITY","Savage"
"3870","Street Lighting - Non-Metered/Xcel-Owned",222162,55.762662,222.162,"City of Savage","Xcel Energy",2023,"Electricity","commercial","CITY","Savage"
"3871","Commercial",2468907,619.695657,2468.907,"City of Scandia","Xcel Energy",2023,"Electricity","commercial","CITY","Scandia"
"3872","Industrial",2259654,567.173154,2259.654,"City of Scandia","Xcel Energy",2023,"Electricity","industrial","CITY","Scandia"
"3873","Residential",15498572.97,3890.14181547,15498.57297,"City of Scandia","Xcel Energy",2023,"Electricity","residential","CITY","Scandia"
"3874","Street Lighting - Metered",27417,6.881667,27.417,"City of Scandia","Xcel Energy",2023,"Electricity","commercial","CITY","Scandia"
"3875","Street Lighting - Non-Metered/Customer Owned",3956,0.992956,3.956,"City of Scandia","Xcel Energy",2023,"Electricity","commercial","CITY","Scandia"
"3876","Street Lighting - Non-Metered/Xcel-Owned",3314,0.831814,3.314,"City of Scandia","Xcel Energy",2023,"Electricity","commercial","CITY","Scandia"
"3877","Business",193649791,48606.097541,193649.791,"City of Shakopee","Xcel Energy",2023,"Electricity","Business","CITY","Shakopee"
"3878","Residential",258713,64.936963,258.713,"City of Shakopee","Xcel Energy",2023,"Electricity","residential","CITY","Shakopee"
"3879","Street Lighting - Metered",54753,13.743003,54.753,"City of Shakopee","Xcel Energy",2023,"Electricity","commercial","CITY","Shakopee"
"3880","Street Lighting - Non-Metered/Customer Owned",10363,2.601113,10.363,"City of Shakopee","Xcel Energy",2023,"Electricity","commercial","CITY","Shakopee"
"3881","Street Lighting - Non-Metered/Xcel-Owned",721,0.180971,0.721,"City of Shakopee","Xcel Energy",2023,"Electricity","commercial","CITY","Shakopee"
"3882","Commercial",30397273,7629.715523,30397.273,"City of Shoreview","Xcel Energy",2023,"Electricity","commercial","CITY","Shoreview"
"3883","Industrial",106506813,26733.210063,106506.813,"City of Shoreview","Xcel Energy",2023,"Electricity","industrial","CITY","Shoreview"
"3884","Residential",85642234.07,21496.20075157,85642.23407,"City of Shoreview","Xcel Energy",2023,"Electricity","residential","CITY","Shoreview"
"3885","Street Lighting - Metered",285723,71.716473,285.723,"City of Shoreview","Xcel Energy",2023,"Electricity","commercial","CITY","Shoreview"
"3886","Street Lighting - Non-Metered/Customer Owned",286082,71.806582,286.082,"City of Shoreview","Xcel Energy",2023,"Electricity","commercial","CITY","Shoreview"
"3887","Street Lighting - Non-Metered/Xcel-Owned",310006,77.811506,310.006,"City of Shoreview","Xcel Energy",2023,"Electricity","commercial","CITY","Shoreview"
"3888","Business *",10739242,2695.549742,10739.242,"City of Shorewood","Xcel Energy",2023,"Electricity","Business","CITY","Shorewood"
"3889","Residential",40082005,10060.583255,40082.005,"City of Shorewood","Xcel Energy",2023,"Electricity","residential","CITY","Shorewood"
"3890","Street Lighting - Metered",20571,5.163321,20.571,"City of Shorewood","Xcel Energy",2023,"Electricity","commercial","CITY","Shorewood"
"3891","Street Lighting - Non-Metered/Customer Owned",15669,3.932919,15.669,"City of Shorewood","Xcel Energy",2023,"Electricity","commercial","CITY","Shorewood"
"3892","Street Lighting - Non-Metered/Xcel-Owned",41981,10.537231,41.981,"City of Shorewood","Xcel Energy",2023,"Electricity","commercial","CITY","Shorewood"
"3893","Business",74343882,18660.314382,74343.882,"City of South Saint Paul","Xcel Energy",2023,"Electricity","Business","CITY","South Saint Paul"
"3894","Residential",60318462.01,15139.93396451,60318.46201,"City of South Saint Paul","Xcel Energy",2023,"Electricity","residential","CITY","South Saint Paul"
"3895","Street Lighting - Metered",224788,56.421788,224.788,"City of South Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","South Saint Paul"
"3896","Street Lighting - Non-Metered/Customer Owned",435726,109.367226,435.726,"City of South Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","South Saint Paul"
"3897","Street Lighting - Non-Metered/Xcel-Owned",202910,50.93041,202.91,"City of South Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","South Saint Paul"
"3898","Business",8588851,2155.801601,8588.851,"City of Stacy","Xcel Energy",2023,"Electricity","Business","CITY","Stacy"
"3899","Residential",5505895,1381.979645,5505.895,"City of Stacy","Xcel Energy",2023,"Electricity","residential","CITY","Stacy"
"3900","Street Lighting - Metered",6806,1.708306,6.806,"City of Stacy","Xcel Energy",2023,"Electricity","commercial","CITY","Stacy"
"3901","Street Lighting - Non-Metered/Customer Owned",16548,4.153548,16.548,"City of Stacy","Xcel Energy",2023,"Electricity","commercial","CITY","Stacy"
"3902","Street Lighting - Non-Metered/Xcel-Owned",15139,3.799889,15.139,"City of Stacy","Xcel Energy",2023,"Electricity","commercial","CITY","Stacy"
"3903","Commercial",54052033,13567.060283,54052.033,"City of Stillwater","Xcel Energy",2023,"Electricity","commercial","CITY","Stillwater"
"3904","Industrial",27605420,6928.96042,27605.42,"City of Stillwater","Xcel Energy",2023,"Electricity","industrial","CITY","Stillwater"
"3905","Residential",69140379,17354.235129,69140.379,"City of Stillwater","Xcel Energy",2023,"Electricity","residential","CITY","Stillwater"
"3906","Street Lighting - Metered",50034,12.558534,50.034,"City of Stillwater","Xcel Energy",2023,"Electricity","commercial","CITY","Stillwater"
"3907","Street Lighting - Non-Metered/Customer Owned",75765,19.017015,75.765,"City of Stillwater","Xcel Energy",2023,"Electricity","commercial","CITY","Stillwater"
"3908","Street Lighting - Non-Metered/Xcel-Owned",514214,129.067714,514.214,"City of Stillwater","Xcel Energy",2023,"Electricity","commercial","CITY","Stillwater"
"3909","Commercial",286038,71.795538,286.038,"City of Sunfish Lake","Xcel Energy",2023,"Electricity","commercial","CITY","Sunfish Lake"
"3910","Residential",4391238,1102.200738,4391.238,"City of Sunfish Lake","Xcel Energy",2023,"Electricity","residential","CITY","Sunfish Lake"
"3911","Street Lighting - Non-Metered/Customer Owned",2957,0.742207,2.957,"City of Sunfish Lake","Xcel Energy",2023,"Electricity","commercial","CITY","Sunfish Lake"
"3912","Street Lighting - Non-Metered/Xcel-Owned",703,0.176453,0.703,"City of Sunfish Lake","Xcel Energy",2023,"Electricity","commercial","CITY","Sunfish Lake"
"3913","Commercial",20320146,5100.356646,20320.146,"City of Vadnais Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Vadnais Heights"
"3914","Industrial",40044139,10051.078889,40044.139,"City of Vadnais Heights","Xcel Energy",2023,"Electricity","industrial","CITY","Vadnais Heights"
"3915","Residential",25774391,6469.372141,25774.391,"City of Vadnais Heights","Xcel Energy",2023,"Electricity","residential","CITY","Vadnais Heights"
"3916","Street Lighting - Metered",96817,24.301067,96.817,"City of Vadnais Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Vadnais Heights"
"3917","Street Lighting - Non-Metered/Customer Owned",20552,5.158552,20.552,"City of Vadnais Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Vadnais Heights"
"3918","Street Lighting - Non-Metered/Xcel-Owned",82009,20.584259,82.009,"City of Vadnais Heights","Xcel Energy",2023,"Electricity","commercial","CITY","Vadnais Heights"
"3919","Business *",7791357,1955.630607,7791.357,"City of Victoria","Xcel Energy",2023,"Electricity","Business","CITY","Victoria"
"3920","Residential",20372170,5113.41467,20372.17,"City of Victoria","Xcel Energy",2023,"Electricity","residential","CITY","Victoria"
"3921","Street Lighting - Metered",1790,0.44929,1.79,"City of Victoria","Xcel Energy",2023,"Electricity","commercial","CITY","Victoria"
"3922","Street Lighting - Non-Metered/Customer Owned",1973,0.495223,1.973,"City of Victoria","Xcel Energy",2023,"Electricity","commercial","CITY","Victoria"
"3923","Street Lighting - Non-Metered/Xcel-Owned",79930,20.06243,79.93,"City of Victoria","Xcel Energy",2023,"Electricity","commercial","CITY","Victoria"
"3924","Business *",46593175,11694.886925,46593.175,"City of Wayzata","Xcel Energy",2023,"Electricity","Business","CITY","Wayzata"
"3925","Residential",24460738,6139.645238,24460.738,"City of Wayzata","Xcel Energy",2023,"Electricity","residential","CITY","Wayzata"
"3926","Street Lighting - Metered",149771,37.592521,149.771,"City of Wayzata","Xcel Energy",2023,"Electricity","commercial","CITY","Wayzata"
"3927","Street Lighting - Non-Metered/Customer Owned",112898,28.337398,112.898,"City of Wayzata","Xcel Energy",2023,"Electricity","commercial","CITY","Wayzata"
"3928","Street Lighting - Non-Metered/Xcel-Owned",43269,10.860519,43.269,"City of Wayzata","Xcel Energy",2023,"Electricity","commercial","CITY","Wayzata"
"3929","Commercial",43499329,10918.331579,43499.329,"City of West Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","West Saint Paul"
"3930","Industrial",36378326,9130.959826,36378.326,"City of West Saint Paul","Xcel Energy",2023,"Electricity","industrial","CITY","West Saint Paul"
"3931","Residential",58271742,14626.207242,58271.742,"City of West Saint Paul","Xcel Energy",2023,"Electricity","residential","CITY","West Saint Paul"
"3932","Street Lighting - Metered",181655,45.595405,181.655,"City of West Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","West Saint Paul"
"3933","Street Lighting - Non-Metered/Customer Owned",28070,7.04557,28.07,"City of West Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","West Saint Paul"
"3934","Street Lighting - Non-Metered/Xcel-Owned",136895,34.360645,136.895,"City of West Saint Paul","Xcel Energy",2023,"Electricity","commercial","CITY","West Saint Paul"
"3935","Business",96783003,24292.533753,96783.003,"City of White Bear Lake","Xcel Energy",2023,"Electricity","Business","CITY","White Bear Lake"
"3936","Residential",74683654,18745.597154,74683.654,"City of White Bear Lake","Xcel Energy",2023,"Electricity","residential","CITY","White Bear Lake"
"3937","Street Lighting - Metered",66488,16.688488,66.488,"City of White Bear Lake","Xcel Energy",2023,"Electricity","commercial","CITY","White Bear Lake"
"3938","Street Lighting - Non-Metered/Customer Owned",246520,61.87652,246.52,"City of White Bear Lake","Xcel Energy",2023,"Electricity","commercial","CITY","White Bear Lake"
"3939","Street Lighting - Non-Metered/Xcel-Owned",200582,50.346082,200.582,"City of White Bear Lake","Xcel Energy",2023,"Electricity","commercial","CITY","White Bear Lake"
"3940","Commercial",80926917,20312.656167,80926.917,"City of Winona","Xcel Energy",2023,"Electricity","commercial","CITY","Winona"
"3941","Industrial",195034561,48953.674811,195034.561,"City of Winona","Xcel Energy",2023,"Electricity","industrial","CITY","Winona"
"3942","Residential",76355563,19165.246313,76355.563,"City of Winona","Xcel Energy",2023,"Electricity","residential","CITY","Winona"
"3943","Street Lighting - Metered",69966,17.561466,69.966,"City of Winona","Xcel Energy",2023,"Electricity","commercial","CITY","Winona"
"3944","Street Lighting - Non-Metered/Customer Owned",167954,42.156454,167.954,"City of Winona","Xcel Energy",2023,"Electricity","commercial","CITY","Winona"
"3945","Street Lighting - Non-Metered/Xcel-Owned",269430,67.62693,269.43,"City of Winona","Xcel Energy",2023,"Electricity","commercial","CITY","Winona"
"3946","Business *",271058411,68035.661161,271058.411,"City of Woodbury","Xcel Energy",2023,"Electricity","Business","CITY","Woodbury"
"3947","Residential",255064522,64021.195022,255064.522,"City of Woodbury","Xcel Energy",2023,"Electricity","residential","CITY","Woodbury"
"3948","Street Lighting - Metered",131837,33.091087,131.837,"City of Woodbury","Xcel Energy",2023,"Electricity","commercial","CITY","Woodbury"
"3949","Street Lighting - Non-Metered/Customer Owned",99619,25.004369,99.619,"City of Woodbury","Xcel Energy",2023,"Electricity","commercial","CITY","Woodbury"
"3950","Street Lighting - Non-Metered/Xcel-Owned",1215171,305.007921,1215.171,"City of Woodbury","Xcel Energy",2023,"Electricity","commercial","CITY","Woodbury"
"3951","Business",36821850,9242.28435,36821.85,"City of Wyoming","Xcel Energy",2023,"Electricity","Business","CITY","Wyoming"
"3952","Residential",23899025,5998.655275,23899.025,"City of Wyoming","Xcel Energy",2023,"Electricity","residential","CITY","Wyoming"
"3953","Street Lighting - Metered",11398,2.860898,11.398,"City of Wyoming","Xcel Energy",2023,"Electricity","commercial","CITY","Wyoming"
"3954","Street Lighting - Non-Metered/Customer Owned",14790,3.71229,14.79,"City of Wyoming","Xcel Energy",2023,"Electricity","commercial","CITY","Wyoming"
"3955","Street Lighting - Non-Metered/Xcel-Owned",68437,17.177687,68.437,"City of Wyoming","Xcel Energy",2023,"Electricity","commercial","CITY","Wyoming"
"3956","Commercial",857123,215.137873,857.123,"Town of New London","Xcel Energy",2023,"Electricity","commercial","TOWNSHIP","New London"
"3957","Industrial",1010213,253.563463,1010.213,"Town of New London","Xcel Energy",2023,"Electricity","industrial","TOWNSHIP","New London"
"3958","Residential",8211883,2061.182633,8211.883,"Town of New London","Xcel Energy",2023,"Electricity","residential","TOWNSHIP","New London"
